#"ID_REF"	"GSM1599181"	"GSM1599182"	"GSM1599183"	"GSM1599187"	"GSM1599188"	"GSM1599189"
#CLASS	Healthy	Healthy	Healthy	TB	TB	TB
"ILMN_3238036"	70.020836	85.0625	48.6875	52.895832	63.8125	53.604168
"ILMN_3238040"	7.3125	-4.4375	1.5625	2.4375	-4.8958335	2.0625
"ILMN_3238048"	107.895836	70.3125	66.604164	106.020836	85.729164	100.604164
"ILMN_3238053"	4546.4375	4815.896	4310.646	1509.2291	2102.6042	2041.5625
"ILMN_3238058"	185.72917	141.47917	203.77083	300.89584	390.27084	299.35416
"ILMN_3238063"	-4.8541665	1.3125	-11.645833	-5.2708335	-3.4375	-6.1458335
"ILMN_3238067"	0.35416666	-5.5625	-7.9791665	-0.5208333	-3.3541667	0.8125
"ILMN_3238072"	-2.1875	13.520833	-0.9375	5.6041665	8.0625	-3.1041667
"ILMN_3238078"	105.395836	111.395836	83.3125	55.854168	24.0625	92.229164
"ILMN_3238082"	6.3541665	0.104166664	17.145834	5.7291665	-1.4375	-2.0208333
"ILMN_3238093"	3.0625	0.8125	3.1041667	-2.0625	-0.47916666	-1.8541666
"ILMN_3238099"	1.9375	4.1041665	7.1875	2.9375	0.8541667	15.020833
"ILMN_3238102"	5.9375	-5.7291665	4.3125	-5.3541665	6.2291665	-0.39583334
"ILMN_3238106"	8.6875	7.1875	6.4791665	12.854167	8.9375	9.0625
"ILMN_3238116"	-2.1041667	0.6875	1.4375	7.2708335	7.2708335	1.8958334
"ILMN_3238120"	-11.6875	-3.4375	-11.9375	-6.6458335	-5.6458335	-3.6875
"ILMN_3238123"	25.895834	27.479166	21.395834	28.1875	27.6875	12.604167
"ILMN_3238130"	-1.1458334	-9.645833	-13.770833	-2.1041667	1.2708334	-3.8958333
"ILMN_3238132"	6.3958335	-2.0625	0.9375	-5.8958335	1.3541666	2.9791667
"ILMN_3238137"	65.854164	48.104168	131.52083	75.854164	137.77083	138.4375
"ILMN_3238143"	0.27083334	7.0625	-2.3958333	-3.3958333	14.8125	3.6458333
"ILMN_3238148"	8.104167	5.8125	31.645834	13.0625	12.3125	5.7708335
"ILMN_3238150"	3.1041667	3.8541667	-2.0625	6.7708335	-3.0625	5.0208335
"ILMN_3238159"	2.0625	1.3541666	16.9375	3.8541667	-1.7708334	-2.1041667
"ILMN_3238170"	10.1875	0.35416666	-4.3541665	0.104166664	2.5625	-10.520833
"ILMN_3238173"	-4.3541665	-8.520833	-2.8125	7.6041665	-4.6875	-9.520833
"ILMN_3238178"	-3.7291667	5.1875	0.8125	-5.9791665	-4.0208335	7.5625
"ILMN_3238183"	9340.4795	11103.1455	10158.3955	4259.854	5722.021	5479.229
"ILMN_3238192"	-0.8958333	-1.0625	2.8125	7.8541665	-3.7291667	8.020833
"ILMN_3238196"	371.85416	335.72916	418.02084	431.97916	439.8125	364.85416
"ILMN_3238203"	32.3125	34.3125	48.395832	68.770836	28.729166	37.5625
"ILMN_3238208"	-0.5208333	-5.5625	6.5625	-10.895833	-5.1458335	-3.1041667
"ILMN_3238213"	20.145834	30.4375	12.270833	74.0625	34.979168	63.604168
"ILMN_3238216"	-8.4375	-11.645833	-2.3125	-3.3125	-2.4791667	-5.0625
"ILMN_3238221"	48.104168	31.8125	50.895832	42.145832	61.770832	36.5625
"ILMN_3238228"	-5.7291665	-13.354167	-8.854167	7.1875	-2.6041667	-5.1041665
"ILMN_3238233"	24.770834	17.9375	39.854168	14.604167	26.4375	24.9375
"ILMN_3238235"	-8.0625	-9.604167	-5.1875	-2.0625	4.9791665	-2.8958333
"ILMN_3238237"	12.4375	4.6458335	-2.8958333	9.104167	14.520833	0.27083334
"ILMN_3238244"	-1.0625	6.7708335	6.1875	-0.0625	-0.39583334	0.27083334
"ILMN_3238254"	8.0625	23.479166	19.854166	9.604167	9.770833	23.270834
"ILMN_3238259"	-4.3541665	1.8125	-2.8125	-3.7708333	-2.0625	3.1041667
"ILMN_3238264"	-5.8541665	8.479167	5.6875	8.020833	-0.9375	11.854167
"ILMN_3238269"	325.22916	251.72917	148.97917	141.64583	335.1875	179.0625
"ILMN_3238274"	691.5208	624.1458	931.8125	1049.5209	899.6042	764.7708
"ILMN_3238281"	4.9791665	9.604167	22.020834	11.854167	14.520833	20.270834
"ILMN_3238283"	10.854167	26.479166	14.020833	30.895834	13.8125	38.145832
"ILMN_3238291"	0.6875	1.5625	-5.1458335	-2.0208333	5.0208335	-3.7291667
"ILMN_3238297"	1.8958334	-7.4791665	-3.2708333	3.8125	8.020833	-5.2291665
"ILMN_3238299"	-3.7291667	-0.7291667	2.4375	-8.729167	-8.645833	-3.8958333
"ILMN_3238312"	-6.9791665	-7.5208335	-8.479167	-9.4375	-9.4375	-0.6458333
"ILMN_3238314"	-6.5625	0.020833334	-3.1041667	-0.6041667	-6.9791665	-4.0208335
"ILMN_3238319"	10.104167	3.2291667	1.9375	-0.9375	-0.0625	3.2291667
"ILMN_3238323"	-9.854167	-6.0208335	-12.895833	3.2291667	-2.1041667	6.7708335
"ILMN_3238326"	9.979167	13.1875	1.1875	21.145834	25.520834	22.229166
"ILMN_3238331"	-0.4375	-3.0625	-4.5208335	2.3125	-2.3541667	-3.8958333
"ILMN_3238339"	0.47916666	-9.645833	-8.645833	-9.645833	-2.1875	1.0208334
"ILMN_3238344"	5.0625	4.0625	4.1041665	8.5625	10.395833	2.4375
"ILMN_3238353"	19.604166	31.645834	44.895832	26.645834	28.145834	23.6875
"ILMN_3238358"	14.645833	11.1875	26.145834	11.3125	18.6875	35.9375
"ILMN_3238359"	7.5625	6.8541665	6.2708335	1.7708334	6.8125	4.1041665
"ILMN_3238364"	9.8125	13.770833	23.8125	17.104166	4.0625	18.0625
"ILMN_3238369"	83.3125	58.520832	76.5625	105.895836	53.520832	91.395836
"ILMN_3238375"	63.8125	53.020832	99.1875	55.4375	46.604168	75.729164
"ILMN_3238377"	-0.5208333	0.0625	0.7291667	4.8125	4.6458335	6.4791665
"ILMN_3238392"	-3.0625	5.0208335	-4.6458335	11.604167	3.7708333	4.6458335
"ILMN_3238401"	16.895834	9.895833	18.6875	8.0625	15.520833	12.854167
"ILMN_3238402"	3.1041667	5.3541665	13.0625	-1.0625	9.895833	-5.6041665
"ILMN_3238411"	3.8958333	3.0625	10.645833	2.4791667	4.0625	12.3125
"ILMN_3238417"	-6.1458335	2.4375	-5.1875	3.2291667	-4.8958335	779.6875
"ILMN_3238420"	-6.7291665	-4.0208335	4.3125	-0.7708333	-5.3958335	-1.2291666
"ILMN_3238425"	2.7291667	2.7708333	10.854167	-6.2708335	-1.9375	-4.3541665
"ILMN_3238428"	5.7708335	2.5208333	4.6875	5.1875	7.5625	8.520833
"ILMN_3238435"	278.35416	377.9375	912.4792	170.1875	531.6458	662.0208
"ILMN_3238438"	-6.6041665	-1.7291666	-7.1041665	2.1458333	-6.1458335	-5.1041665
"ILMN_3238442"	4.3125	-3.2708333	-1.8541666	-4.4375	0.0625	0.5208333
"ILMN_3238452"	340.3125	150.27083	97.5625	145.85417	332.22916	266.35416
"ILMN_3238462"	1.3125	2.9375	-2.1875	-1.2708334	-2.3541667	-3.0625
"ILMN_3238466"	-14.1875	-1.7708334	-3.1458333	-1.5208334	-3.4375	-6.1041665
"ILMN_3238471"	-0.4375	8.020833	-0.7291667	-3.1458333	-0.6458333	2.9375
"ILMN_3238478"	5.8541665	8.354167	4.1041665	13.1875	5.2291665	6.1875
"ILMN_3238481"	-8.0625	-3.7708333	1.5208334	-2.1041667	-2.3125	0.104166664
"ILMN_3238486"	11.854167	18.5625	-1.0625	-1.8541666	-4.5208335	-0.5208333
"ILMN_3238491"	53.104168	36.104168	62.4375	35.395832	57.229168	61.104168
"ILMN_3238511"	49.8125	90.6875	83.395836	53.3125	43.4375	54.520832
"ILMN_3238516"	-4.9375	-3.2291667	-5.6041665	4.6458335	-2.8125	-1.2291666
"ILMN_3238521"	1.7708334	6.2708335	-2.6041667	2.8541667	1.5625	-3.3958333
"ILMN_3238525"	3.8541667	-3.7708333	-1.3958334	9.604167	12.229167	2.9375
"ILMN_3238534"	-9.3125	-10.604167	-7.8958335	2.2291667	-6.9791665	-2.0625
"ILMN_3238543"	-13.729167	-5.1041665	-8.520833	-4.6875	-6.5625	-2.6041667
"ILMN_3238554"	10.520833	8.5625	10.4375	7.2291665	7.2291665	7.3125
"ILMN_3238555"	4.7291665	11.729167	9.770833	3.2291667	3.0625	9.1875
"ILMN_3238560"	315.5625	255.02083	365.47916	231.3125	330.27084	358.4375
"ILMN_3238570"	63.854168	27.854166	51.145832	13.1875	15.229167	26.520834
"ILMN_3238576"	29.645834	31.229166	43.395832	20.6875	29.229166	33.145832
"ILMN_3238598"	-3.8958333	-3.8958333	-3.8958333	-4.3541665	-6.0625	-3.1041667
"ILMN_3238605"	7.5208335	9.604167	22.9375	5.9375	4.1041665	2.2708333
"ILMN_3238608"	-1.8125	-7.5208335	-11.770833	-5.6041665	-1.0625	-3.3958333
"ILMN_3238613"	-2.0625	1.4791666	3.0625	-0.4375	0.35416666	-5.9375
"ILMN_3238618"	78.229164	88.270836	96.1875	36.3125	34.020832	55.395832
"ILMN_3238623"	62.854168	53.770832	39.4375	85.5625	61.770832	63.020832
"ILMN_3238628"	0.8541667	6.8541665	7.7708335	-0.9375	6.8541665	1.3541666
"ILMN_3238633"	614.6458	592.6042	450.60416	644.7292	727.3542	605.5208
"ILMN_3238640"	8716.9795	7916.396	8491.9795	9483.9795	10261.4795	10807.3545
"ILMN_3238643"	-4.3125	-9.395833	-6.5625	1.0208334	-1.0208334	-5.3958335
"ILMN_3238649"	1.3125	8.770833	-6.1458335	1.3541666	-6.9375	2.9375
"ILMN_3238652"	1.2708334	6.4791665	9.5625	8.104167	16.395834	10.6875
"ILMN_3238657"	-1.6458334	-10.0625	-6.4791665	-2.6875	-0.9375	-4.3541665
"ILMN_3238662"	426.6875	541.3958	245.22917	138.1875	175.8125	313.64584
"ILMN_3238670"	-2.8125	1.6458334	-5.1041665	-0.0625	-2.0625	1.2708334
"ILMN_3238672"	3.4791667	6.3541665	7.1875	2.0208333	0.104166664	7.1875
"ILMN_3238676"	1.8958334	2.0208333	-11.645833	0.22916667	7.0625	-3.2708333
"ILMN_3238680"	151.85417	130.0625	145.35417	137.35417	118.104164	114.479164
"ILMN_3238684"	9.9375	2.6041667	4.7708335	16.5625	4.2291665	9.4375
"ILMN_3238694"	3.3958333	6.9375	17.6875	-0.8958333	-0.9375	4.3958335
"ILMN_3238699"	1.5625	-6.7708335	-7.5208335	12.604167	0.6875	9.4375
"ILMN_3238707"	14.8125	13.395833	13.395833	23.979166	9.5625	23.729166
"ILMN_3238709"	4.6458335	1.5625	-2.0625	9.0625	-4.9375	6.7291665
"ILMN_3238712"	5.6041665	13.0625	19.020834	14.895833	21.729166	8.354167
"ILMN_3238717"	0.6875	-0.5208333	7.5625	9.8125	2.4375	9.354167
"ILMN_3238721"	-3.7291667	-0.7291667	-7.8541665	-7.7708335	-9.604167	0.104166664
"ILMN_3238735"	-0.14583333	3.0625	2.4375	-3.0208333	-2.1041667	1.1875
"ILMN_3238740"	3.4791667	9.1875	13.3125	54.520832	71.5625	27.479166
"ILMN_3238745"	0.35416666	4.3125	11.854167	7.2291665	8.979167	9.0625
"ILMN_3238751"	219.60417	187.14583	162.89583	199.14583	181.8125	177.10417
"ILMN_3238752"	-3.1041667	4.9791665	8.6875	2.1041667	1.0208334	9.6875
"ILMN_3238757"	14.4375	25.729166	20.9375	5.8125	1.3541666	5.0208335
"ILMN_3238762"	-7.7708335	1.1875	-0.3125	5.3541665	-2.8958333	5.2291665
"ILMN_3238767"	1.1875	-0.9375	-5.6041665	1.2291666	1.0625	-4.3125
"ILMN_3238772"	11.729167	6.0625	6.8541665	-2.8958333	-1.1458334	3.1041667
"ILMN_3238777"	5.3541665	0.6041667	0.0625	6.3958335	16.395834	6.3958335
"ILMN_3238782"	5544.6875	5373.1875	6424.146	5432.854	6341.896	6325.521
"ILMN_3238785"	255.97917	213.72917	490.60416	219.5625	138.4375	348.1875
"ILMN_3238793"	5.1041665	-0.39583334	2.0208333	1.0208334	2.6041667	3.2708333
"ILMN_3238797"	10.645833	22.645834	19.8125	13.5625	16.4375	14.520833
"ILMN_3238803"	42.9375	34.729168	43.979168	35.604168	40.979168	41.020832
"ILMN_3238813"	11.520833	3.0625	0.27083334	0.6458333	-3.9791667	-1.8541666
"ILMN_3238814"	537.2292	528.9375	319.3125	264.8125	98.770836	339.64584
"ILMN_3238818"	7195.896	5664.104	5274.3125	5722.021	8080.8125	6604.229
"ILMN_3238823"	8.979167	-4.4791665	2.4375	-2.1041667	8.1875	8.354167
"ILMN_3238828"	-7.8541665	-14.6875	-5.0625	-0.9791667	8.479167	3.1458333
"ILMN_3238832"	1.3541666	10.9375	8.979167	13.0625	3.0625	5.7708335
"ILMN_3238837"	31.104166	13.1875	31.9375	6.0625	13.1875	8.645833
"ILMN_3238841"	-12.770833	-6.1458335	3.0625	4.0625	3.8958333	2.0625
"ILMN_3238845"	132.14583	97.354164	112.520836	72.270836	80.729164	66.604164
"ILMN_3238852"	-5.5625	2.9791667	-5.3541665	-4.9375	-5.0208335	-4.8541665
"ILMN_3238854"	24.145834	29.4375	54.520832	13.0625	24.0625	17.3125
"ILMN_3238859"	257.85416	259.60416	267.35416	386.10416	323.02084	286.10416
"ILMN_3238869"	4.6458335	-6.1041665	3.1041667	-4.0208335	5.6875	-4.7708335
"ILMN_3238884"	-14.604167	-3.3541667	-3.3958333	-5.5625	-4.5208335	-10.479167
"ILMN_3238889"	97.5625	148.35417	67.395836	128.39583	119.1875	142.8125
"ILMN_3238893"	2.8541667	3.4791667	5.0208335	16.3125	5.3541665	2.6458333
"ILMN_3238898"	-8.520833	-7.3541665	-10.604167	-4.3541665	-0.8958333	-9.104167
"ILMN_3238902"	13.645833	6.2708335	29.145834	8.604167	3.4791667	4.3125
"ILMN_3238904"	3.2291667	5.3958335	3.2708333	6.0625	3.2708333	2.4375
"ILMN_3238910"	24.9375	41.1875	27.479166	12.9375	4.6458335	9.770833
"ILMN_3238915"	5.7708335	7.5625	0.3125	1.5625	-2.0625	0.3125
"ILMN_3238916"	20.645834	12.145833	27.395834	10.229167	19.5625	9.6875
"ILMN_3238921"	4.6458335	-0.7708333	-3.8125	-5.9791665	-8.6875	-2.0208333
"ILMN_3238928"	-5.0625	2.6875	-3.3958333	0.104166664	-1.0208334	-0.5208333
"ILMN_3238931"	3.8541667	2.1458333	3.0208333	-7.8541665	-0.6875	0.8125
"ILMN_3238941"	-1.2291666	8.020833	-2.1875	0.35416666	-4.3541665	4.6458335
"ILMN_3238945"	9.0625	8.9375	13.020833	6.7291665	11.4375	6.7291665
"ILMN_3238950"	-8.5625	-5.7291665	-5.6458335	1.1458334	0.8125	2.5208333
"ILMN_3238955"	17.3125	11.0625	17.3125	12.479167	9.270833	14.8125
"ILMN_3238960"	-9.395833	0.6458333	-5.5625	2.1458333	8.9375	-5.0625
"ILMN_3238962"	2.4375	5.3541665	1.1458334	-5.7291665	-4.8125	-7.5625
"ILMN_3238967"	7.5625	6.2291665	3.2291667	-4.5625	3.2708333	4.1041665
"ILMN_3238972"	-4.7708335	10.729167	0.020833334	1.2708334	-0.8125	-0.14583333
"ILMN_3238977"	-6.5625	-5.6041665	0.0625	-8.9375	3.7708333	-1.1458334
"ILMN_3238982"	17.1875	8.104167	15.520833	9.770833	9.854167	5.8125
"ILMN_3238986"	-1.3541666	-1.6458334	-8.854167	-6.1041665	4.6458335	1.7291666
"ILMN_3238990"	-5.3541665	-4.3958335	3.1041667	-1.1041666	-1.2291666	-0.8541667
"ILMN_3239000"	9.0625	5.8541665	3.8541667	1.5208334	2.1875	1.1875
"ILMN_3239004"	41.229168	27.645834	27.604166	21.520834	38.229168	22.520834
"ILMN_3239014"	5.3958335	17.3125	3.0208333	13.5625	6.3958335	12.229167
"ILMN_3239031"	-7.5208335	-0.0625	-6.2708335	-4.3541665	2.8541667	-1.1458334
"ILMN_3239036"	7.2708335	-2.0625	0.9791667	-2.0625	2.1875	-1.8541666
"ILMN_3239045"	7.1875	-3.0625	-6.1458335	-0.5208333	0.3125	0.8958333
"ILMN_3239050"	-6.3541665	15.104167	7.3958335	7.3541665	9.0625	0.9375
"ILMN_3239055"	78.854164	53.645832	90.6875	92.270836	116.145836	101.479164
"ILMN_3239060"	31.8125	38.1875	39.4375	68.5625	57.9375	60.1875
"ILMN_3239073"	12.145833	15.520833	3.6875	4.6458335	4.4791665	6.3541665
"ILMN_3239077"	16.4375	-1.9791666	5.6041665	2.7291667	5.9375	4.1041665
"ILMN_3239084"	3.1458333	11.8125	9.854167	0.7708333	8.4375	10.270833
"ILMN_3239087"	-0.0625	-7.7708335	-4.3958335	-3.8958333	3.1041667	-1.8125
"ILMN_3239098"	-11.9375	-5.3958335	-2.1041667	-7.8125	-1.3958334	1.9791666
"ILMN_3239103"	8.0625	11.645833	6.7291665	14.854167	9.8125	23.3125
"ILMN_3239108"	11.354167	32.645832	0.7708333	9.604167	4.6458335	11.4375
"ILMN_3239113"	71.604164	88.020836	95.645836	108.9375	59.9375	138.60417
"ILMN_3239117"	-1.1458334	0.7708333	-4.4375	-3.1041667	-0.5208333	3.8541667
"ILMN_3239121"	10.3125	2.7708333	19.520834	2.9375	1.7291666	8.9375
"ILMN_3239130"	37.604168	43.395832	36.0625	22.270834	16.145834	22.9375
"ILMN_3239135"	9116.1045	12348.9795	11662.8955	5818.146	6453.396	5578.354
"ILMN_3239155"	3.6875	10.729167	-5.5625	12.895833	6.3541665	10.645833
"ILMN_3239162"	61.020832	54.604168	52.1875	31.854166	21.895834	31.854166
"ILMN_3239164"	22.729166	12.145833	22.395834	2.1041667	2.8125	18.5625
"ILMN_3239168"	-4.1041665	15.520833	2.8541667	15.1875	19.479166	15.604167
"ILMN_3239173"	6.7708335	13.1875	8.479167	9.229167	17.354166	4.2291665
"ILMN_3239177"	37.9375	47.0625	32.645832	32.229168	37.5625	23.8125
"ILMN_3239181"	917.3958	959.9375	1061.3125	512.7292	474.1875	504.60416
"ILMN_3239188"	50.0625	45.270832	54.979168	35.895832	54.395832	40.3125
"ILMN_3239193"	0.6875	-2.0625	-7.7708335	1.5625	-1.2291666	-5.6458335
"ILMN_3239198"	18.145834	46.770832	24.9375	13.770833	20.645834	16.229166
"ILMN_3239213"	-1.9791666	-4.3958335	-6.8125	-3.0208333	-4.8541665	-2.8125
"ILMN_3239217"	-3.7291667	0.7708333	3.8541667	0.5208333	-3.1875	3.8541667
"ILMN_3239223"	14.770833	11.3125	15.104167	1.9791666	0.0625	6.2291665
"ILMN_3239225"	249.5625	262.0625	293.6875	168.0625	70.4375	206.10417
"ILMN_3239232"	1.7708334	-0.39583334	-7.4791665	0.104166664	-2.8958333	10.479167
"ILMN_3239236"	22.229166	20.4375	19.020834	29.729166	38.479168	23.395834
"ILMN_3239240"	15.8125	25.395834	32.5625	24.0625	15.520833	47.729168
"ILMN_3239244"	-3.3958333	3.8541667	6.8541665	1.5625	3.1041667	-0.7708333
"ILMN_3239249"	-1.6041666	4.1041665	-2.4375	-8.145833	-3.4791667	-4.3541665
"ILMN_3239254"	13.1875	8.895833	10.520833	13.645833	12.270833	7.5625
"ILMN_3239263"	38.104168	21.8125	31.395834	15.270833	34.354168	19.395834
"ILMN_3239272"	8.020833	-1.5208334	2.1458333	-1.3958334	2.0208333	9.0625
"ILMN_3239273"	-8.729167	1.1458334	3.2291667	1.7708334	0.6875	0.35416666
"ILMN_3239276"	-1.8541666	2.6458333	3.2291667	6.8541665	0.6875	1.3541666
"ILMN_3239279"	-0.6458333	3.5625	2.9375	6.3541665	-0.8541667	0.6875
"ILMN_3239284"	-6.5625	-6.3541665	0.6875	3.8541667	2.8958333	-1.1041666
"ILMN_3239288"	6.2291665	20.9375	17.9375	6.4375	4.6458335	14.4375
"ILMN_3239293"	-0.7291667	10.6875	2.9375	-3.3958333	0.9375	-3.2291667
"ILMN_3239298"	7.6458335	7.6875	1.3125	13.3125	5.3125	9.604167
"ILMN_3239307"	-10.479167	-3.2708333	-7.3541665	7.1875	-4.4375	-2.1875
"ILMN_3239312"	5.3541665	-8.0625	0.0625	-0.6458333	-1.7708334	-2.0625
"ILMN_3239317"	0.6875	-7.7708335	3.1458333	5.8541665	0.5208333	-8.5625
"ILMN_3239321"	8.1875	0.27083334	-3.4791667	3.2708333	6.7708335	9.354167
"ILMN_3239326"	-4.6875	-10.604167	4.5625	-10.6875	-4.3541665	-3.0625
"ILMN_3239331"	0.4375	2.2291667	5.8541665	-2.1458333	-3.2291667	7.5208335
"ILMN_3239336"	-8.3125	1.3541666	-3.8958333	3.8958333	-0.6875	-4.0208335
"ILMN_3239339"	-2.0208333	10.3125	3.1041667	1.5208334	4.9375	1.1458334
"ILMN_3239343"	247.8125	206.4375	559.4375	84.5625	102.729164	166.1875
"ILMN_3239357"	-2.1875	-3.1458333	-3.1458333	-3.3541667	-2.5625	-7.0208335
"ILMN_3239361"	116.020836	144.47917	141.60417	92.229164	104.6875	110.770836
"ILMN_3239367"	-10.645833	-0.5208333	-1.1458334	-2.9375	-3.8541667	0.35416666
"ILMN_3239373"	-0.0625	-9.520833	0.3125	-4.7708335	-5.7291665	-1.7708334
"ILMN_3239378"	89.8125	88.020836	75.770836	108.1875	88.145836	118.104164
"ILMN_3239383"	1.1875	1.3541666	5.0625	15.270833	18.854166	15.6875
"ILMN_3239388"	392.64584	301.02084	449.89584	109.354164	63.895832	169.5625
"ILMN_3239395"	-4.3541665	-1.9791666	1.9375	0.104166664	-2.0208333	-4.4375
"ILMN_3239397"	22.8125	35.4375	13.5625	43.604168	20.229166	41.020832
"ILMN_3239401"	11.854167	1.9375	-0.3125	1.9375	6.8958335	8.8125
"ILMN_3239406"	2.9375	-4.5625	10.479167	-0.5208333	2.0625	1.8958334
"ILMN_3239408"	-3.0208333	0.104166664	-3.8541667	-1.2708334	-3.2708333	-8.8125
"ILMN_3239416"	-2.1041667	-2.1875	-6.1458335	-7.8958335	0.27083334	-3.0625
"ILMN_3239426"	158.72917	115.354164	119.020836	153.02083	197.0625	131.97917
"ILMN_3239433"	1.9791666	-4.7708335	3.6875	-12.895833	-8.9375	-2.1041667
"ILMN_3239435"	17.770834	11.395833	46.895832	35.5625	37.5625	34.770832
"ILMN_3239440"	-8.0625	0.8541667	1.0208334	-0.22916667	-1.2291666	3.8958333
"ILMN_3239445"	11.770833	19.0625	16.4375	42.770832	42.354168	56.854168
"ILMN_3239455"	15.479167	6.8125	9.854167	1.6875	-3.8541667	2.2708333
"ILMN_3239460"	116.520836	115.5625	359.10416	124.0625	88.020836	88.479164
"ILMN_3239465"	-7.8541665	1.7708334	4.7291665	0.7708333	1.5208334	3.1041667
"ILMN_3239475"	-1.4375	-8.0625	-2.3541667	1.2291666	-8.020833	-6.1041665
"ILMN_3239480"	-0.4375	-5.4375	2.3125	-0.4375	-5.0625	-0.9375
"ILMN_3239485"	0.7291667	-4.3541665	-7.6041665	-2.0208333	0.6041667	-4.5208335
"ILMN_3239490"	5.3541665	5.6458335	11.8125	2.1458333	13.4375	2.7291667
"ILMN_3239495"	-3.0208333	-3.8541667	-7.0208335	-3.1875	-5.1041665	-9.854167
"ILMN_3239500"	-0.3125	8.104167	3.8541667	-4.0208335	-0.5208333	-5.8541665
"ILMN_3239507"	-2.1875	0.5208333	-6.3541665	-2.4375	-5.3125	-1.1458334
"ILMN_3239514"	0.7291667	-0.5208333	1.8125	2.6458333	-1.1458334	-0.7291667
"ILMN_3239520"	-7.3958335	4.3958335	0.104166664	-4.3125	0.27083334	-3.0625
"ILMN_3239525"	-3.3958333	-5.1458335	-5.1041665	-1.0625	-8.520833	5.8541665
"ILMN_3239531"	63.5625	57.8125	77.145836	63.020832	90.3125	68.895836
"ILMN_3239534"	2.9375	-1.6458334	3.6875	2.1458333	5.3958335	2.7291667
"ILMN_3239537"	-9.0625	-13.104167	-3.0208333	-3.1041667	-4.0208335	-5.8541665
"ILMN_3239541"	-0.7708333	-4.8541665	4.3125	-2.6041667	-1.9375	3.4791667
"ILMN_3239548"	95.3125	67.5625	162.27083	57.395832	55.645832	102.645836
"ILMN_3239568"	3.8541667	-2.1041667	12.104167	-10.6875	2.9791667	13.020833
"ILMN_3239574"	986.4792	1147.1041	943.0625	467.0625	545.2708	487.72916
"ILMN_3239576"	0.8541667	2.6875	-5.7291665	-1.8541666	-0.0625	-0.5208333
"ILMN_3239580"	11.8125	1.1458334	-10.020833	2.7291667	5.9375	4.1041665
"ILMN_3239588"	10.520833	-0.8958333	2.9375	11.645833	2.9375	7.3541665
"ILMN_3239595"	-3.8958333	-2.3541667	-0.9375	-6.1041665	-14.895833	-5.1041665
"ILMN_3239598"	3.1458333	-2.8541667	1.8125	-1.9791666	-6.5625	0.35416666
"ILMN_3239603"	16.4375	15.3125	22.9375	18.145834	16.520834	16.229166
"ILMN_3239606"	5.5625	3.7708333	49.8125	-2.1041667	2.1458333	11.4375
"ILMN_3239610"	404.5625	552.7708	2203.0208	556.9792	368.89584	497.64584
"ILMN_3239619"	4.8958335	4.6458335	6.1458335	-5.7291665	3.1041667	3.0625
"ILMN_3239621"	303.4375	375.1875	154.60417	185.64583	219.47917	205.72917
"ILMN_3239625"	23.8125	18.6875	34.354168	10.270833	19.604166	18.604166
"ILMN_3239629"	2208.0208	1898.3541	2247.7292	2106.6042	1733.0625	1761.0625
"ILMN_3239634"	-3.0625	-3.1041667	-3.8958333	-7.9791665	1.1458334	-0.0625
"ILMN_3239639"	0.7291667	5.3541665	-5.9375	-1.0625	-3.0208333	-3.6875
"ILMN_3239643"	1.8541666	-5.7708335	-0.9791667	-5.4375	-0.9375	-1.2708334
"ILMN_3239648"	-10.604167	-0.5208333	-5.8541665	-11.479167	-5.6041665	-2.4791667
"ILMN_3239653"	180.02083	187.0625	171.0625	89.8125	98.729164	197.97917
"ILMN_3239659"	-3.7708333	-10.604167	4.6041665	2.3125	5.6041665	-3.8958333
"ILMN_3239662"	15.8125	11.4375	5.1041665	12.3125	11.1875	12.145833
"ILMN_3239667"	9.0625	14.645833	4.6458335	3.2291667	12.354167	6.7708335
"ILMN_3239673"	25.729166	4.6458335	8.4375	3.6458333	5.9375	11.729167
"ILMN_3239677"	-7.5208335	-7.2291665	-4.7291665	-3.3958333	-5.2291665	-6.1041665
"ILMN_3239679"	-3.4375	6.7708335	-0.5208333	-7.5208335	-3.0625	4.0625
"ILMN_3239684"	6.8541665	6.3541665	2.0625	12.729167	10.4375	8.9375
"ILMN_3239689"	10.270833	-7.4791665	22.229166	1.1041666	-0.9375	10.520833
"ILMN_3239694"	18.854166	37.354168	27.604166	10.479167	15.020833	9.8125
"ILMN_3239700"	12.645833	6.2291665	5.6041665	-4.5625	-0.0625	-0.6041667
"ILMN_3239704"	0.35416666	10.729167	5.2291665	-1.3541666	-5.1458335	-3.0625
"ILMN_3239709"	-2.3541667	-1.8541666	-4.0208335	6.3125	-0.9375	-0.4375
"ILMN_3239714"	-4.3125	-4.3125	-5.7291665	2.8541667	-0.020833334	1.3958334
"ILMN_3239721"	8.8125	-1.5208334	10.4375	-0.6041667	5.5208335	9.770833
"ILMN_3239725"	-2.0625	-1.3958334	0.7708333	0.39583334	-3.2708333	4.6458335
"ILMN_3239730"	3.7708333	-2.1875	8.854167	2.1458333	2.0208333	-6.0208335
"ILMN_3239734"	-1.8541666	3.9791667	3.2291667	8.479167	6.8541665	1.3541666
"ILMN_3239735"	36.854168	12.145833	41.979168	55.104168	27.729166	36.145832
"ILMN_3239739"	-0.9375	-1.9791666	3.2291667	-3.7708333	-0.104166664	3.1458333
"ILMN_3239744"	1.3541666	-0.6875	-3.0208333	1.4375	0.35416666	-0.9375
