#"ID_REF"	"GSM1599181"	"GSM1599182"	"GSM1599183"	"GSM1599187"	"GSM1599188"	"GSM1599189"
#CLASS	Healthy	Healthy	Healthy	TB	TB	TB
"ILMN_1661314"	-1.9375	4.6458335	8.354167	5.9375	4.1041665	2.2708333
"ILMN_1661325"	-4.4791665	7.3541665	5.3541665	7.4791665	3.8958333	2.0625
"ILMN_1661332"	-1.9791666	-0.6041667	8.354167	-0.0625	-0.39583334	1.2708334
"ILMN_1661335"	20.270834	41.5625	37.895832	20.770834	30.4375	22.229166
"ILMN_1661337"	83.729164	59.229168	79.854164	52.895832	78.604164	69.395836
"ILMN_1661342"	17.270834	6.7708335	23.895834	36.145832	28.645834	33.9375
"ILMN_1661343"	-5.9791665	-6.7291665	-9.3125	-0.9375	-3.7708333	-3.3958333
"ILMN_1661344"	1.8541666	-3.2708333	-3.3125	-1.7708334	-3.6875	-4.3541665
"ILMN_1661346"	2128.4375	2525.0208	2169.3958	2044.4791	1921.3541	2159.1042
"ILMN_1661348"	-1.0208334	-0.5208333	0.3125	1.5625	-2.0625	5.0208335
"ILMN_1661351"	-2.8541667	1.5625	0.27083334	-2.0625	-5.7291665	-12.604167
"ILMN_1661355"	-4.0208335	-1.7708334	-6.3541665	-13.9375	-0.9375	-5.1458335
"ILMN_1661357"	8.604167	-3.9375	1.3541666	9.4375	6.2708335	9.6875
"ILMN_1661359"	3.2708333	3.2291667	-1.0625	0.9375	-4.5625	2.4375
"ILMN_1661363"	3.6875	-0.0625	2.1458333	5.6041665	-2.5625	13.5625
"ILMN_1661366"	143.52083	156.72917	171.10417	144.97917	130.4375	133.27083
"ILMN_1661372"	-0.9375	-6.7708335	-2.8125	4.3958335	0.6875	-3.4375
"ILMN_1661373"	8.354167	3.2291667	8.479167	20.229166	16.020834	4.1041665
"ILMN_1661376"	3.6875	18.6875	6.4791665	3.8541667	-1.8125	-0.22916667
"ILMN_1661387"	0.7708333	7.5625	-1.1458334	-3.7708333	1.5208334	5.0625
"ILMN_1661389"	26.145834	36.395832	31.3125	10.395833	21.520834	23.8125
"ILMN_1661395"	-10.395833	-4.0208335	-3.1875	-8.0625	-6.1458335	-7.0625
"ILMN_1661399"	102.8125	51.770832	51.354168	17.270834	14.020833	19.8125
"ILMN_1661409"	81.6875	41.229168	24.5625	49.395832	29.770834	30.9375
"ILMN_1661415"	-4.4791665	0.14583333	11.3125	1.5208334	-4.0208335	3.0208333
"ILMN_1661416"	-0.0625	16.854166	-0.5208333	11.1875	17.229166	9.270833
"ILMN_1661417"	11.3125	0.6875	-3.0625	16.4375	13.5625	18.6875
"ILMN_1661424"	14.020833	15.0625	22.520834	33.854168	29.770834	12.229167
"ILMN_1661427"	4.7708335	15.9375	14.8125	17.6875	11.4375	12.354167
"ILMN_1661428"	29.645834	28.770834	21.8125	35.1875	18.520834	33.145832
"ILMN_1661432"	262.0625	309.85416	159.6875	251.6875	523.4792	294.39584
"ILMN_1661434"	-9.354167	-4.6458335	-5.5625	-9.770833	7.2708335	0.8125
"ILMN_1661439"	182.0625	179.39583	282.9375	391.8125	255.8125	268.9375
"ILMN_1661440"	-6.6041665	2.8958333	4.3958335	2.1458333	1.9375	-1.1458334
"ILMN_1661443"	2.1458333	-4.5208335	-7.8541665	-8.8125	-2.3541667	0.0625
"ILMN_1661451"	12.145833	25.3125	18.645834	8.8125	16.9375	7.1875
"ILMN_1661454"	0.5625	-9.645833	-3.7708333	-0.3125	-1.3125	2.9375
"ILMN_1661458"	2.0625	12.1875	2.1458333	4.6458335	5.3958335	10.645833
"ILMN_1661461"	7.7291665	14.1875	3.6875	1.1875	-13.895833	-2.1875
"ILMN_1661466"	1.7708334	-0.39583334	2.0208333	1.0208334	5.2291665	7.0625
"ILMN_1661470"	24.729166	13.1875	15.020833	13.895833	19.395834	21.020834
"ILMN_1661476"	5.7708335	-4.3541665	-1.1458334	-2.0208333	9.229167	-5.6041665
"ILMN_1661484"	4.4375	12.729167	12.520833	50.5625	38.104168	29.4375
"ILMN_1661485"	244.60417	302.60416	246.9375	268.3125	269.6875	259.39584
"ILMN_1661488"	0.6875	12.354167	23.895834	13.770833	15.8125	21.4375
"ILMN_1661490"	34.3125	40.854168	59.4375	50.3125	54.729168	44.645832
"ILMN_1661491"	0.35416666	4.2291665	4.4375	-5.1458335	-7.0208335	-3.1041667
"ILMN_1661492"	12.3125	2.9375	13.645833	18.395834	8.979167	22.479166
"ILMN_1661495"	-6.1875	-1.2291666	-4.4375	-3.9375	-2.1875	-2.8958333
"ILMN_1661500"	37.5625	28.979166	51.229168	54.729168	60.020832	50.5625
"ILMN_1661507"	0.104166664	2.6041667	47.270832	2.7291667	6.8541665	5.9375
"ILMN_1661509"	-2.6041667	-3.3958333	9.1875	-3.7708333	5.9375	-5.5625
"ILMN_1661514"	6.3958335	2.3125	6.7708335	4.0625	4.7708335	2.0625
"ILMN_1661516"	-5.2291665	-0.5208333	4.0625	9.1875	3.1458333	10.229167
"ILMN_1661519"	180.9375	229.35417	253.22917	63.145832	100.854164	57.9375
"ILMN_1661523"	5.3958335	-3.1041667	0.7291667	0.35416666	8.979167	-6.0208335
"ILMN_1661536"	6.7708335	4.7708335	-2.6041667	-1.8541666	1.5625	2.4375
"ILMN_1661537"	1231.1875	1042.2709	1007.1042	701.1875	824.8542	1006.5208
"ILMN_1661544"	3.4791667	-1.8541666	0.47916666	3.7708333	-0.9375	-2.1875
"ILMN_1661554"	236.27083	229.64583	231.47917	261.97916	291.1875	209.5625
"ILMN_1661559"	-3.0625	2.9375	-3.1041667	-3.2708333	0.22916667	3.6875
"ILMN_1661566"	11.645833	9.604167	6.1458335	7.5625	19.145834	11.645833
"ILMN_1661572"	-1.9375	-5.1041665	-2.8541667	1.6041666	5.0208335	2.1458333
"ILMN_1661577"	-5.1458335	-6.7708335	-5.0625	-0.020833334	-0.22916667	-7.5208335
"ILMN_1661580"	14.0625	-0.7708333	8.9375	9.604167	2.9375	-3.8958333
"ILMN_1661588"	-9.895833	-2.9791667	-2.9791667	4.1041665	4.0625	3.8958333
"ILMN_1661589"	14.0625	11.5625	14.6875	-1.2291666	9.770833	0.104166664
"ILMN_1661593"	121.104164	151.1875	95.229164	146.35417	124.020836	81.3125
"ILMN_1661594"	36.229168	42.1875	21.770834	112.604164	115.5625	53.770832
"ILMN_1661595"	35.229168	38.3125	41.6875	25.395834	27.479166	40.6875
"ILMN_1661596"	10.729167	36.8125	20.0625	22.1875	26.6875	24.8125
"ILMN_1661598"	-7.3541665	19.604166	6.6458335	11.729167	-2.3541667	1.9375
"ILMN_1661599"	162.4375	108.395836	866.8958	68.479164	31.395834	132.14583
"ILMN_1661608"	-11.3125	-1.7708334	2.9375	-4.3958335	3.6875	-5.1458335
"ILMN_1661610"	-4.0208335	4.1041665	-0.9375	-3.3958333	8.8125	3.6458333
"ILMN_1661611"	-5.5625	4.4375	-4.4375	-0.4375	-4.9791665	-1.9791666
"ILMN_1661616"	-9.854167	-9.604167	-9.4375	-3.8958333	-4.8541665	-1.8541666
"ILMN_1661618"	16.4375	0.35416666	-4.3125	0.9791667	6.0208335	3.2708333
"ILMN_1661622"	232.14583	81.395836	126.854164	75.8125	79.270836	59.9375
"ILMN_1661624"	11.4375	13.645833	18.020834	11.0625	13.020833	11.4375
"ILMN_1661627"	80.729164	72.3125	70.9375	56.354168	60.354168	48.395832
"ILMN_1661628"	-10.604167	6.8541665	-1.0625	3.6875	3.2291667	8.604167
"ILMN_1661631"	1237.2291	1474.0209	3801.0625	1827.7291	2662.2292	2208.0208
"ILMN_1661633"	-3.6875	3.0625	-1.2291666	-2.0625	-5.8958335	-2.8958333
"ILMN_1661636"	115.520836	147.64583	138.89583	159.9375	90.895836	156.35417
"ILMN_1661637"	-0.3125	-6.9791665	-6.0208335	-5.9375	-4.0208335	5.8125
"ILMN_1661643"	-5.0208335	-1.0208334	1.3125	-7.1875	-6.3125	-2.3125
"ILMN_1661645"	5.3541665	9.895833	10.979167	9.4375	4.6458335	12.770833
"ILMN_1661646"	8.5625	7.0625	-6.3541665	12.770833	7.1875	18.520834
"ILMN_1661647"	50.645832	26.4375	38.8125	27.020834	9.229167	50.5625
"ILMN_1661648"	2.5208333	5.3958335	-1.1458334	1.6875	-3.0208333	2.2708333
"ILMN_1661650"	230.5625	304.22916	252.22917	410.60416	411.64584	463.22916
"ILMN_1661653"	18.645834	9.895833	2.9375	21.395834	38.8125	19.854166
"ILMN_1661657"	1.0208334	2.7708333	-5.6875	0.14583333	7.9791665	10.520833
"ILMN_1661664"	103.9375	96.145836	93.145836	62.770832	84.145836	65.520836
"ILMN_1661667"	0.8541667	17.0625	1.9375	2.8541667	7.7708335	2.4375
"ILMN_1661673"	-0.104166664	-1.2291666	5.3958335	-0.22916667	-11.645833	-0.8958333
"ILMN_1661674"	8.0625	0.7708333	8.145833	-5.9791665	12.270833	-1.9791666
"ILMN_1661676"	4.1041665	0.35416666	12.354167	-3.7291667	6.8541665	1.3541666
"ILMN_1661678"	-4.4791665	-6.1041665	-6.0208335	-13.5625	-1.3125	-4.7708335
"ILMN_1661683"	16.020834	2.9375	10.520833	1.3541666	-0.6458333	0.0625
"ILMN_1661687"	11.1875	30.979166	25.395834	24.0625	23.9375	19.895834
"ILMN_1661695"	703.8958	644.7292	574.6875	613.5625	415.39584	656.9375
"ILMN_1661699"	-0.9375	-8.5625	-8.520833	-0.020833334	5.0625	-5.5625
"ILMN_1661703"	-6.3958335	1.3958334	-6.1458335	3.9791667	-3.2708333	-5.9791665
"ILMN_1661708"	-1.3125	1.3541666	1.3958334	1.3125	6.3541665	3.6875
"ILMN_1661714"	-8.0625	-8.6875	-3.7291667	-4.8541665	-1.2708334	-8.645833
"ILMN_1661715"	4.6458335	5.0625	1.5208334	-1.2291666	-5.0625	2.9375
"ILMN_1661717"	222.52083	269.6875	203.35417	192.47917	290.97916	214.77083
"ILMN_1661731"	1.5625	-1.1458334	2.6041667	-1.0625	2.4375	-1.6458334
"ILMN_1661733"	4.6458335	-3.7708333	-10.479167	8.145833	12.979167	-1.9791666
"ILMN_1661735"	2.0625	-7.1041665	0.104166664	3.8541667	2.0208333	12.854167
"ILMN_1661743"	19.020834	23.479166	19.020834	15.895833	25.979166	14.5625
"ILMN_1661750"	-3.1041667	-2.3541667	-1.6458334	-3.3541667	-6.1458335	-10.020833
"ILMN_1661755"	727.8958	969.4375	1210.0209	1250.5625	1005.8125	889.1458
"ILMN_1661770"	18.3125	22.229166	15.020833	18.1875	15.270833	21.604166
"ILMN_1661776"	29.729166	34.854168	17.270834	29.729166	17.9375	31.8125
"ILMN_1661777"	16.0625	9.4375	7.3541665	8.145833	9.770833	9.8125
"ILMN_1661778"	-5.9375	0.4375	-5.6458335	-10.229167	0.104166664	-5.2708335
"ILMN_1661781"	-2.3125	7.0625	-4.0208335	2.0625	-2.8125	2.6041667
"ILMN_1661783"	5.8125	-3.3958333	5.6041665	-4.5208335	0.7708333	-7.4375
"ILMN_1661788"	5.4375	-16.3125	-8.729167	-10.6875	-15.604167	-3.9375
"ILMN_1661799"	432.5625	450.4375	388.97916	285.02084	293.6875	287.72916
"ILMN_1661800"	3.7708333	0.020833334	0.104166664	1.3125	0.27083334	2.8541667
"ILMN_1661802"	-0.9791667	-6.8125	-5.0625	-0.020833334	-2.0625	-2.6458333
"ILMN_1661804"	6.5625	4.6458335	6.8541665	3.2291667	-3.8958333	-0.7708333
"ILMN_1661806"	6.6041665	0.3125	3.2291667	8.4375	-0.22916667	2.2291667
"ILMN_1661809"	30.979166	9.645833	16.4375	59.229168	48.0625	29.395834
"ILMN_1661825"	0.7291667	-2.8541667	-8.520833	-5.6041665	-3.0208333	-1.6458334
"ILMN_1661833"	171.8125	201.60417	86.020836	196.22917	112.395836	128.10417
"ILMN_1661839"	-7.8958335	6.7708335	-5.1041665	-1.9791666	-0.3125	-3.6458333
"ILMN_1661843"	-2.8958333	-8.645833	-6.8958335	-5.8541665	-2.1041667	-1.8541666
"ILMN_1661852"	-4.3541665	-2.0208333	-4.3541665	-8.5625	-9.4375	0.3125
"ILMN_1661853"	0.35416666	2.9375	7.2708335	-0.5625	8.104167	-6.9791665
"ILMN_1661860"	6.4791665	1.5625	5.3958335	17.104166	4.9791665	8.4375
"ILMN_1661861"	-3.4375	0.9791667	1.6875	2.5625	2.3125	-0.7708333
"ILMN_1661862"	8.145833	-4.3958335	9.8125	-4.7708335	-3.8958333	-0.7708333
"ILMN_1661864"	-2.7291667	-5.9791665	0.35416666	3.4375	8.4375	8.520833
"ILMN_1661875"	9.604167	5.8125	13.645833	5.6458335	6.3958335	9.770833
"ILMN_1661886"	792.2292	509.35416	538.5625	427.64584	442.27084	526.2292
"ILMN_1661888"	79.854164	81.979164	106.4375	35.020832	26.5625	42.520832
"ILMN_1661895"	2.1458333	0.104166664	1.5208334	-4.2291665	-1.4791666	-3.8958333
"ILMN_1661897"	-8.5625	-1.8541666	-3.2708333	2.8958333	-2.8541667	-8.145833
"ILMN_1661903"	3.8541667	1.5625	7.5208335	6.6041665	-9.604167	-4.7708335
"ILMN_1661904"	5.6041665	8.854167	3.8541667	2.4375	2.1458333	6.6041665
"ILMN_1661917"	11942.1045	9984.3125	13328.2295	13698.1045	13483.7295	15460.9795
"ILMN_1661939"	9.395833	-2.5625	-4.8541665	-2.7291667	-8.0625	-3.3541667
"ILMN_1661940"	2.7291667	5.6041665	3.4791667	1.1458334	3.6041667	-3.3125
"ILMN_1661945"	2046.8125	1673.1875	1495.6875	2130.1875	2034.7291	2309.1042
"ILMN_1661954"	7.0625	5.6875	7.2291665	4.6458335	3.7708333	2.7291667
"ILMN_1661957"	-7.5208335	2.0625	-0.020833334	1.1875	-1.8125	-1.1458334
"ILMN_1661966"	-3.7291667	-3.7708333	3.8541667	3.1458333	-4.9375	5.7708335
"ILMN_1661968"	3.1875	-5.1041665	3.2291667	1.6875	5.0625	-6.4791665
"ILMN_1661971"	8.104167	2.4375	15.479167	0.6041667	1.3541666	7.5625
"ILMN_1661985"	6.3541665	-1.4375	-0.7708333	-0.5208333	2.0625	2.8958333
"ILMN_1661994"	0.6875	4.6458335	5.3958335	5.0625	2.3125	-3.7291667
"ILMN_1661997"	-3.5625	1.5625	-10.395833	-3.8958333	-2.1458333	-3.7708333
"ILMN_1661998"	9.729167	20.979166	12.104167	13.5625	15.020833	21.3125
"ILMN_1662008"	0.7291667	3.8541667	12.3125	9.1875	5.0208335	4.1041665
"ILMN_1662010"	19.3125	14.6875	27.854166	15.479167	8.4375	10.9375
"ILMN_1662016"	-4.0208335	6.3541665	3.5625	4.6458335	6.1875	6.2708335
"ILMN_1662019"	3.0625	5.1875	-8.645833	-2.1041667	-4.0208335	2.0625
"ILMN_1662020"	7.5625	-2.8125	-1.1458334	-4.6458335	3.2291667	-3.4375
"ILMN_1662021"	55.4375	56.354168	101.8125	16.4375	29.104166	26.479166
"ILMN_1662023"	13.1875	6.5625	5.3125	9.0625	14.395833	1.9375
"ILMN_1662026"	187.10417	399.89584	387.72916	202.52083	447.64584	147.0625
"ILMN_1662038"	-0.5208333	1.3541666	-4.6458335	-2.3125	-4.3541665	-5.0625
"ILMN_1662049"	2.9375	5.7708335	-6.1458335	19.479166	18.270834	19.9375
"ILMN_1662052"	13.0625	12.229167	5.8125	6.3958335	8.0625	5.5208335
"ILMN_1662061"	-1.1458334	-12.395833	0.22916667	3.1041667	-7.7708335	0.104166664
"ILMN_1662065"	20.645834	24.770834	8.020833	24.729166	37.0625	20.604166
"ILMN_1662070"	12.145833	2.0625	-0.9375	6.3541665	0.104166664	-6.1458335
"ILMN_1662081"	4.4375	5.0208335	17.895834	-6.1041665	1.9375	-0.14583333
"ILMN_1662086"	7.7291665	8.479167	8.645833	8.8125	11.854167	-0.35416666
"ILMN_1662091"	3.4791667	-2.4791667	-1.8125	-4.4375	1.7708334	1.5625
"ILMN_1662097"	1.9791666	9.1875	-0.9375	13.395833	14.0625	8.104167
"ILMN_1662098"	-5.3541665	19.020834	-6.7708335	2.5625	-1.1875	-4.6875
"ILMN_1662103"	8.020833	10.729167	26.5625	3.0625	-1.6458334	3.7708333
"ILMN_1662117"	2.0625	-0.8958333	-8.8125	3.8541667	-3.3958333	-2.0625
"ILMN_1662123"	3.7708333	-3.1041667	-3.1041667	-6.9791665	-0.7291667	1.8541666
"ILMN_1662126"	-0.3125	-6.1041665	-6.0208335	-3.0625	-2.1875	-10.729167
"ILMN_1662128"	68.604164	108.0625	66.645836	46.604168	45.4375	36.645832
"ILMN_1662129"	179.35417	146.4375	149.77083	126.729164	83.6875	143.72917
"ILMN_1662130"	868.1875	869.5208	884.8542	575.0208	621.3542	673.6875
"ILMN_1662140"	1.0625	-3.2708333	-8.145833	-4.4375	13.3125	13.395833
"ILMN_1662141"	-8.479167	0.6041667	-3.1458333	-6.1458335	-9.854167	-9.0625
"ILMN_1662143"	2.0625	-0.020833334	-1.6458334	3.0208333	2.8958333	-5.0625
"ILMN_1662144"	5.6041665	-2.9791667	-4.4375	12.395833	-3.1041667	2.0625
"ILMN_1662147"	-11.395833	-5.7291665	5.6875	0.27083334	-0.9375	-4.3541665
"ILMN_1662151"	13.979167	0.020833334	1.3958334	0.35416666	-0.7291667	-5.9791665
"ILMN_1662154"	-4.3958335	-4.3541665	-3.4375	-9.479167	-2.0625	-2.7708333
"ILMN_1662155"	-4.0208335	-4.0208335	-7.3541665	-9.145833	-0.9375	-3.2708333
"ILMN_1662158"	124.604164	103.5625	75.8125	108.9375	109.0625	83.270836
"ILMN_1662161"	69.020836	41.979168	70.770836	39.520832	40.770832	45.0625
"ILMN_1662164"	-3.1041667	-3.8958333	5.0625	7.1875	-5.2291665	3.6875
"ILMN_1662165"	-1.9375	24.520834	7.6041665	-4.6458335	1.5208334	16.229166
"ILMN_1662166"	-6.9791665	-9.479167	-9.395833	3.4375	-8.479167	-1.6458334
"ILMN_1662168"	27.145834	24.770834	23.395834	9.4375	14.0625	2.7291667
"ILMN_1662174"	5.9375	15.520833	5.6875	14.645833	12.604167	17.104166
"ILMN_1662184"	5.8125	8.229167	-1.9791666	4.3958335	-2.9791667	-1.5208334
"ILMN_1662187"	-3.8958333	-1.6458334	1.3541666	2.1458333	-4.3541665	-11.0625
"ILMN_1662188"	0.4375	-2.1041667	-6.9791665	-2.1041667	-2.1875	-7.7708335
"ILMN_1662189"	15.020833	4.3125	8.0625	3.0625	1.1875	-4.0208335
"ILMN_1662192"	4.9375	16.854166	3.1458333	15.979167	22.479166	13.895833
"ILMN_1662198"	227.35417	203.5625	200.0625	256.1875	282.4375	218.14583
"ILMN_1662214"	-0.35416666	2.3125	24.770834	0.5208333	-1.3541666	0.104166664
"ILMN_1662224"	-0.5625	-0.020833334	-9.645833	-4.3541665	-6.1041665	9.770833
"ILMN_1662232"	868.8125	732.5208	1040.2291	676.9375	891.9375	821.5625
"ILMN_1662239"	9.1875	3.1458333	9.1875	6.8541665	11.729167	5.1041665
"ILMN_1662243"	105.479164	95.1875	204.1875	100.020836	134.85417	136.39583
"ILMN_1662256"	0.6875	5.3125	2.4791667	1.5625	1.3541666	13.1875
"ILMN_1662263"	77.895836	50.9375	74.9375	38.8125	57.0625	46.729168
"ILMN_1662271"	2.9375	-2.1875	0.7708333	-1.2708334	-2.3541667	-1.0208334
"ILMN_1662280"	-0.6875	-0.104166664	3.6875	-3.3958333	-1.8541666	8.979167
"ILMN_1662294"	12.3125	15.020833	20.6875	10.9375	12.145833	10.6875
"ILMN_1662302"	0.27083334	0.4375	-9.020833	-12.9375	0.8541667	-11.354167
"ILMN_1662306"	21.5625	29.895834	10.854167	32.645832	25.645834	21.6875
"ILMN_1662312"	5.0208335	14.6875	4.7708335	22.229166	17.3125	4.1041665
"ILMN_1662316"	65.6875	40.520832	85.3125	46.895832	59.229168	57.104168
"ILMN_1662318"	734.9375	1176.8541	1501.5625	713.8125	606.4792	927.7292
"ILMN_1662322"	-4.0208335	2.0625	-1.7708334	-8.104167	-3.4375	-5.1458335
"ILMN_1662325"	-6.3541665	-9.645833	-5.3541665	-8.729167	-4.9791665	-5.9375
"ILMN_1662328"	92.104164	88.020836	90.145836	59.895832	83.8125	65.145836
"ILMN_1662331"	92.479164	60.229168	71.5625	116.270836	115.979164	110.6875
"ILMN_1662334"	261.4375	196.10417	185.4375	338.3125	338.3125	280.72916
"ILMN_1662340"	151.22917	127.104164	181.8125	149.85417	103.604164	181.64583
"ILMN_1662341"	1.3541666	-3.7708333	-6.0208335	-3.0625	9.0625	-0.9375
"ILMN_1662351"	11.1875	12.729167	13.520833	2.1458333	-2.6041667	0.6875
"ILMN_1662353"	-0.9375	-3.3958333	-7.5208335	-7.4791665	2.4375	-7.5208335
"ILMN_1662358"	1689.4791	2178.8958	981.8542	2909.1458	3457.0625	1825.6875
"ILMN_1662359"	14.0625	8.6875	28.645834	38.104168	29.770834	28.979166
"ILMN_1662362"	-7.8541665	-4.3541665	1.1458334	-6.6041665	3.1875	-6.5625
"ILMN_1662364"	370.02084	350.89584	171.89583	474.0625	513.4375	422.39584
"ILMN_1662370"	4.4375	7.9791665	12.604167	8.9375	2.8541667	6.3958335
"ILMN_1662371"	3.8541667	10.854167	11.1875	-2.1041667	5.6458335	7.5208335
"ILMN_1662378"	-0.9791667	-2.0208333	-0.4375	-4.6875	14.5625	-11.645833
"ILMN_1662383"	134.27083	159.97917	181.3125	84.979164	51.520832	103.145836
"ILMN_1662384"	6.7291665	-5.0625	-5.8541665	2.7291667	0.6875	-3.4375
"ILMN_1662390"	-2.6875	9.6875	-5.8958335	-7.4791665	-0.14583333	-13.645833
"ILMN_1662391"	10.729167	2.4375	3.9375	6.7708335	1.3541666	8.479167
"ILMN_1662397"	-12.229167	2.8541667	-4.0208335	-3.3958333	-7.0625	-2.1458333
"ILMN_1662401"	2.2708333	11.645833	6.7708335	-0.39583334	6.5625	9.1875
"ILMN_1662409"	72.229164	37.9375	42.145832	46.270832	47.395832	59.895832
"ILMN_1662413"	10.4375	9.895833	8.020833	15.6875	12.604167	17.145834
"ILMN_1662417"	70.479164	62.4375	44.479168	74.770836	83.3125	71.645836
"ILMN_1662418"	-11.395833	-6.5625	0.5208333	-4.4375	-3.5208333	-11.395833
"ILMN_1662419"	-2.0208333	-3.6875	-1.1458334	-0.22916667	-1.2291666	-11.6875
"ILMN_1662426"	1219.5209	1186.3125	1687.6041	1309.2709	1457.4375	1338.5625
"ILMN_1662427"	4.8125	13.1875	16.4375	1.5625	8.354167	5.8125
"ILMN_1662432"	9.729167	0.7291667	2.3125	-10.6875	-2.1875	-2.9791667
"ILMN_1662438"	1488.3125	1370.1459	1716.7291	1117.5625	1512.5625	1391.1459
"ILMN_1662451"	1.5208334	51.645832	20.979166	-4.7708335	140.35417	3.0625
"ILMN_1662453"	8.145833	6.7708335	6.7708335	1.5625	9.1875	1.1875
"ILMN_1662463"	26.0625	22.479166	16.0625	23.4375	20.145834	15.020833
"ILMN_1662470"	-3.2291667	-7.4791665	-0.14583333	-5.4375	-6.3125	3.3125
"ILMN_1662472"	-2.9791667	2.9791667	0.8125	9.604167	-2.2708333	3.8541667
"ILMN_1662473"	-7.0625	9.604167	-8.5625	-3.8958333	5.8125	-4.6875
"ILMN_1662479"	-9.979167	-2.1041667	6.7708335	1.4375	3.0625	0.104166664
"ILMN_1662481"	-7.0625	-3.6458333	-6.8125	-15.604167	-5.7291665	-5.6458335
"ILMN_1662482"	-8.854167	-3.5625	-2.8958333	-3.0208333	2.3125	-0.8125
"ILMN_1662483"	27.979166	29.979166	5.6458335	12.270833	0.104166664	28.770834
"ILMN_1662484"	-3.3958333	1.1458334	-5.8958335	-2.8958333	-2.0625	-4.4791665
"ILMN_1662488"	19.604166	33.0625	47.645832	15.229167	6.2708335	14.3125
"ILMN_1662490"	3.3125	4.7708335	-3.3541667	3.6875	0.7708333	-0.5208333
"ILMN_1662491"	2.0208333	-4.7708335	0.6458333	-8.0625	-5.2708335	-6.1041665
"ILMN_1662492"	-4.0208335	-10.104167	-7.4375	-3.4375	-9.145833	2.5208333
"ILMN_1662497"	-0.6458333	-0.9375	4.3958335	2.9791667	-0.8125	-1.1458334
"ILMN_1662506"	-3.1041667	-5.6041665	-17.895834	-9.020833	-6.1458335	-9.0625
"ILMN_1662507"	-9.770833	-5.1458335	-8.5625	-15.479167	-9.4375	-11.645833
"ILMN_1662523"	7.2708335	-2.9791667	5.3541665	-2.0625	9.8125	-5.7291665
"ILMN_1662524"	0.8541667	7.5625	16.520834	4.4375	18.020834	6.9791665
"ILMN_1662525"	-4.3541665	-6.7291665	1.2291666	-0.9375	2.5625	8.020833
"ILMN_1662538"	2.9375	-5.4375	-0.6875	4.9791665	-6.8958335	1.9375
"ILMN_1662550"	-2.9791667	0.104166664	3.0625	5.7291665	-2.3125	-2.0208333
"ILMN_1662556"	6.7708335	-3.3958333	0.35416666	10.729167	-0.0625	-1.3958334
"ILMN_1662557"	27.3125	37.354168	21.604166	32.354168	33.145832	36.395832
"ILMN_1662569"	-0.5208333	-4.5625	0.104166664	3.0625	16.4375	1.8958334
"ILMN_1662578"	129.1875	114.3125	111.9375	177.8125	171.4375	155.60417
"ILMN_1662587"	24.270834	13.770833	9.8125	20.145834	19.229166	20.270834
"ILMN_1662598"	-4.7708335	-4.6875	-10.604167	-5.1458335	-5.1458335	-9.020833
"ILMN_1662603"	0.27083334	-0.9375	-0.0625	15.6875	2.7708333	5.3958335
"ILMN_1662617"	510.72916	469.60416	431.6875	513.6458	416.77084	535.6875
"ILMN_1662618"	2854.6875	3092.9375	2621.6875	2877.6042	2866.3958	2262.8542
"ILMN_1662619"	-0.8125	6.9375	-11.645833	12.229167	-0.9375	2.5208333
"ILMN_1662627"	1.2291666	-3.1041667	7.2291665	-0.6458333	10.520833	9.0625
"ILMN_1662629"	-2.1041667	-10.604167	-4.5625	-6.0208335	-5.1041665	-3.0625
"ILMN_1662640"	18.8125	26.270834	24.5625	15.770833	24.729166	21.145834
"ILMN_1662651"	-1.2291666	6.5625	0.7708333	-0.5208333	7.3125	14.479167
"ILMN_1662658"	257.27084	214.39583	235.27083	232.97917	294.27084	183.89583
"ILMN_1662659"	1.1041666	-4.0208335	7.1875	3.8125	-8.0625	-4.3541665
"ILMN_1662667"	7.3541665	10.9375	5.3958335	7.5625	2.3125	8.479167
"ILMN_1662668"	23.104166	0.104166664	0.7708333	3.1041667	2.1041667	-2.0208333
"ILMN_1662675"	22.854166	17.229166	27.479166	8.9375	14.895833	6.3541665
"ILMN_1662680"	-4.0208335	8.4375	-1.8541666	-5.3958335	3.6875	2.5625
"ILMN_1662681"	11.354167	10.104167	3.0208333	7.2708335	6.4791665	12.270833
"ILMN_1662686"	181.8125	249.9375	303.35416	147.64583	111.3125	138.02083
"ILMN_1662687"	-2.1875	-3.8958333	-7.1041665	1.2708334	0.14583333	3.6875
"ILMN_1662688"	-3.3958333	-1.9791666	-1.0625	-0.9375	1.5625	-1.4375
"ILMN_1662707"	10.6875	8.9375	9.0625	2.4375	4.9375	2.9375
"ILMN_1662719"	86.520836	76.354164	58.520832	83.979164	101.0625	102.020836
"ILMN_1662730"	2.1458333	-1.4375	-5.4375	-1.2708334	-3.2708333	1.9375
"ILMN_1662731"	-3.0208333	-5.5625	-3.8541667	-4.3125	-2.3541667	-6.9791665
"ILMN_1662734"	-5.9791665	-1.0625	-5.8541665	-7.4375	-4.5625	-8.4375
"ILMN_1662735"	-6.0208335	0.3125	-10.895833	-3.7708333	-12.395833	0.35416666
"ILMN_1662738"	6.4791665	10.9375	0.27083334	4.1041665	3.0625	7.5625
"ILMN_1662741"	413.72916	315.64584	633.1875	199.47917	180.3125	209.35417
"ILMN_1662743"	0.35416666	3.6875	4.4375	5.6041665	-4.3541665	8.145833
